monthly_charges,contract_status,contract_duration,num_services,plan_type_One year,plan_type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,senior_citizen_1,partner_Yes,dependents_Yes,internet_service_DSL,internet_service_Fiber optic,multiple_lines_No,multiple_lines_Yes
0.14751132309581955,True,1.5330441890798032,-0.5617762440782015,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False
-1.462769970065154,True,-0.6260527080185139,1.0619953374715,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False
0.5014740841312035,True,1.2467698793034463,0.5207381436215996,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True
0.3801629031190768,True,-0.7892558191994276,-0.02051905022830094,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
0.6560212051466532,True,0.6768967205897641,1.0619953374715,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True
-0.5155456799704636,True,-1.2360577793176666,0.5207381436215996,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False
0.5280628361338618,False,-1.2373955097371823,-0.5617762440782015,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0.4981504901308714,True,0.7999679191852073,1.6032525313214008,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True
-0.020330173920958795,True,1.4929122764943326,-0.02051905022830094,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False
0.8471278601657574,True,0.43342978423790934,0.5207381436215996,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True
1.141265929195161,False,-0.7089919940284863,1.6032525313214008,False,False,True,True,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True
0.1574821050968162,True,-0.3009842160762022,1.0619953374715,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True
0.5280628361338618,False,-0.9912531125462961,0.5207381436215996,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True
0.33529438411459117,True,1.1236986807080032,-0.02051905022830094,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True
1.0199547481830342,False,-0.5845830650135276,0.5207381436215996,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True
1.1595456961969886,True,1.2467698793034463,-0.02051905022830094,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True
1.4520219682262263,True,1.3698410778988896,-0.02051905022830094,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False
-1.3231790220511994,True,0.0668916492906114,1.0619953374715,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True
1.42044782522307,True,1.6119702838312286,-0.5617762440782015,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1.1877962451998125,True,0.596632895418823,1.6032525313214008,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True
0.8354952811645946,True,1.1236986807080032,-0.02051905022830094,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
-0.7531826509942192,True,1.6119702838312286,-0.5617762440782015,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
-0.34438058895335305,True,-0.5845830650135276,1.6032525313214008,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False
0.9850570111795457,False,-0.9511211999608256,0.5207381436215996,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
0.3502505571160864,True,-1.1959258667321961,1.6032525313214008,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False
0.46989994112804756,True,0.596632895418823,-0.5617762440782015,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True
0.47987072312904416,True,-0.054841818885316015,-0.02051905022830094,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True
-1.4827115340671475,True,0.7183663635947504,1.0619953374715,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False
0.5014740841312035,True,-0.9096515569558393,-0.5617762440782015,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.5221928679711283,True,-1.277527422322653,0.5207381436215996,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False
-1.4744025490663168,True,0.7999679191852073,-0.5617762440782015,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False
1.5567151792366918,True,1.2882395223084326,1.6032525313214008,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False
-1.3464441800535252,True,1.2066379667179759,0.5207381436215996,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True
-0.00869759491979612,True,-1.1959258667321961,-0.02051905022830094,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False
1.5201556452330371,True,0.963171030366121,-0.5617762440782015,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
-0.3028356639492,True,0.5551632524138367,-0.02051905022830094,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
-0.33607160395252245,True,-0.9912531125462961,-0.5617762440782015,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False
0.3319707901142591,True,-0.09631146189030228,1.6032525313214008,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,False,False,True
-1.2916048790480432,True,0.5150313398283661,1.6032525313214008,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False
0.48485611412954227,False,-1.2788651527421686,1.0619953374715,False,False,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False
-0.47233895796614456,True,-0.868181913950853,-0.5617762440782015,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False
0.34526516611558833,False,-1.0327227555512823,0.5207381436215996,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False
1.2974748472107767,True,0.39196014123292305,1.0619953374715,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False
-1.4827115340671475,True,0.6768967205897641,0.5207381436215996,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True
1.1479131171958254,True,-0.9497834695413099,0.5207381436215996,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
-0.08680205392760396,True,0.10836129229559766,1.6032525313214008,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,True,False,True
-1.4660935640654862,True,0.6354270775847779,-1.103033437928102,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
-1.4893587220678117,True,0.5551632524138367,1.0619953374715,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True
-1.0307027500219619,True,-0.13778110489528853,-0.5617762440782015,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False
0.574593152138513,True,-0.09631146189030228,-0.02051905022830094,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False
0.3303089931140931,True,-1.277527422322653,0.5207381436215996,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False
0.6394032351449919,True,1.3698410778988896,0.5207381436215996,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,True,False
1.5384354122348645,True,1.328371434893903,0.5207381436215996,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False
1.2010906212011416,True,1.6119702838312286,-1.103033437928102,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0.47156173812821356,False,-0.8307254622044138,1.0619953374715,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False,True
0.06940686408801149,True,1.5745138320847896,0.5207381436215996,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True
-1.4527991880641573,False,-1.1143243111417391,-0.5617762440782015,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.4544609850643233,True,0.7999679191852073,0.5207381436215996,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
1.1213243651931677,False,-0.3009842160762022,-0.02051905022830094,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True
-1.481049737066981,True,-1.277527422322653,0.5207381436215996,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False
-1.505976692069473,True,-1.277527422322653,-1.103033437928102,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
1.0049985751815391,True,0.2287570300520094,-0.5617762440782015,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.6385186579827569,True,1.3698410778988896,0.5207381436215996,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False
1.503537675231376,False,1.4514426334893464,-0.5617762440782015,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
-1.3447823830533592,True,-1.1143243111417391,1.0619953374715,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False
1.3091074262119398,True,1.6119702838312286,-0.5617762440782015,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True
-1.150352134033923,True,-0.014709906299845438,1.6032525313214008,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True
0.9833952141793793,True,0.43342978423790934,-0.5617762440782015,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
-1.5076384890696393,True,1.6119702838312286,-0.5617762440782015,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
1.0631614701873533,False,0.9217013873611346,-1.103033437928102,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
-0.22639300194155818,True,0.7999679191852073,-0.5617762440782015,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0.893658176170409,True,0.43342978423790934,-1.103033437928102,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0.39013368512007346,False,0.18728738704702314,2.1445097251713015,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True
-0.33773340095268845,True,1.2882395223084326,0.5207381436215996,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,True
0.8338334841644282,True,-1.1959258667321961,0.5207381436215996,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False
-1.1204397880309327,True,0.14581774404203687,-0.02051905022830094,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
1.1794872601989819,False,-0.9136647482143864,1.0619953374715,False,False,True,False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False
-1.4660935640654862,True,0.3504904982279368,-1.103033437928102,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.6792863631489789,True,-0.21938266048574537,0.5207381436215996,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True
1.1645310871974868,True,0.963171030366121,1.0619953374715,True,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False
-1.46443176706532,True,-1.072854668136753,0.5207381436215996,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False
0.32033821111309646,False,-1.1972635971517118,-0.02051905022830094,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
-0.467353566965646,True,-1.0313850251317667,1.6032525313214008,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False
-1.4594463760648215,True,-1.1544562237272098,2.1445097251713015,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True
0.8039211381614382,True,0.026759736705140823,-0.5617762440782015,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
0.44164939212522314,False,-0.21938266048574537,-0.5617762440782015,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True
-1.3697093380558512,True,1.6119702838312286,0.5207381436215996,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True
-1.4960059100684764,True,-1.277527422322653,-0.02051905022830094,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True
-0.2762469119465419,True,1.5745138320847896,-0.5617762440782015,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
0.7042133181514708,True,-0.7892558191994276,-1.103033437928102,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
-0.2047896409393986,False,-0.3009842160762022,1.0619953374715,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False
-0.47233895796614456,True,1.4113107209038758,-1.103033437928102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
-0.9742016520163136,False,-1.277527422322653,2.1445097251713015,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False
-0.6784017859867437,False,-1.2373955097371823,0.5207381436215996,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
-1.2982520670487077,True,0.43342978423790934,0.5207381436215996,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
0.3402797751150897,True,-0.37991031082762766,1.0619953374715,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True
-1.481049737066981,True,1.2882395223084326,1.6032525313214008,False,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False
-1.5009913010689746,True,1.004640673371107,0.5207381436215996,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
0.18905624809997262,False,-1.277527422322653,-1.103033437928102,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False
0.7740087921584478,True,1.6119702838312286,-0.5617762440782015,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True
0.21232140610229844,False,-0.9952663038048432,1.0619953374715,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False
1.2060760122016398,True,1.1651683237129895,-0.5617762440782015,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
0.6493740171459885,True,1.2882395223084326,-1.103033437928102,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.3564149620545218,True,1.5745138320847896,-0.5617762440782015,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False
1.1396041321949948,True,1.328371434893903,1.0619953374715,False,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True
-1.5009913010689746,True,-1.1959258667321961,-0.02051905022830094,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False
-0.6351950639824246,False,-1.277527422322653,-1.103033437928102,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.00869759491979612,True,-0.09631146189030228,-0.5617762440782015,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
0.1574821050968162,True,-0.7076542636089707,-0.5617762440782015,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False
0.12590796209365976,True,-0.9912531125462961,-0.5617762440782015,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False
1.0049985751815391,False,-1.0327227555512823,0.5207381436215996,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True
1.4420511862252297,True,1.5330441890798032,0.5207381436215996,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False
0.7091987091519689,True,1.2066379667179759,1.6032525313214008,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False
-1.4976677070686424,True,-1.072854668136753,1.0619953374715,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True
0.5363718211346925,True,-0.7477861761944413,1.6032525313214008,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False
0.6443886261454905,True,-0.42137995383261395,1.6032525313214008,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False
-1.4827115340671475,True,-0.42137995383261395,1.0619953374715,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False
-0.017006579920626735,True,-0.6661846206039844,-0.02051905022830094,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True
-1.2982520670487077,True,-0.9096515569558393,1.0619953374715,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True
-0.29120308494803704,True,-0.7892558191994276,-0.5617762440782015,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
0.5862257311396761,False,-0.5029815094230707,-1.103033437928102,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
0.16412929309748078,True,-1.2360577793176666,-0.02051905022830094,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False
0.30372024111143525,True,0.8400998317706778,1.6032525313214008,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,False
-1.4677553610656522,True,-0.868181913950853,-0.5617762440782015,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True
-1.491020519067978,True,1.4929122764943326,1.6032525313214008,False,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False
0.20401242110146783,False,-1.1544562237272098,1.6032525313214008,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False
0.8072447321617703,True,1.6119702838312286,-1.103033437928102,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
-0.6468276429835875,False,1.0447725859565777,-1.103033437928102,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False
-1.4744025490663168,True,-0.6661846206039844,-0.5617762440782015,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True
0.6477122201458225,True,0.43342978423790934,1.6032525313214008,True,False,True,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True
1.3174164112127704,False,-1.2373955097371823,1.0619953374715,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False
0.5712695581381809,True,-0.7477861761944413,1.6032525313214008,False,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False
1.0000131841810405,False,0.8400998317706778,1.6032525313214008,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True
-1.4694171580658184,True,-0.014709906299845438,-0.5617762440782015,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
-1.33148800705203,True,0.0668916492906114,-1.103033437928102,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
0.32200000811326246,False,-0.7076542636089707,-0.5617762440782015,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.3884718881199074,False,-1.0327227555512823,0.5207381436215996,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True
1.3489905542159264,True,-0.7076542636089707,1.6032525313214008,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True
-1.4694171580658184,True,1.1651683237129895,-0.5617762440782015,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
-1.156999322034587,False,-1.277527422322653,-0.02051905022830094,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
-0.6468276429835875,True,-1.277527422322653,1.6032525313214008,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False
0.6560212051466532,False,-0.9952663038048432,1.6032525313214008,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True
0.3319707901142591,True,0.026759736705140823,1.0619953374715,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,True,False
0.4815325201292102,False,-0.7905935496189432,-0.02051905022830094,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
-1.328164413051698,False,-1.277527422322653,-0.5617762440782015,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False
-0.4307940329619915,True,-0.5029815094230707,-0.5617762440782015,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
-1.1420431490330922,True,-1.1959258667321961,-1.103033437928102,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
-1.4993295040688086,True,-0.7892558191994276,0.5207381436215996,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False
-0.27126152094604356,True,0.3103585856424662,1.6032525313214008,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False
0.2372483611047903,True,0.43342978423790934,1.6032525313214008,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False
0.8720548151682491,False,-1.072854668136753,1.0619953374715,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False
-1.4960059100684764,True,1.4929122764943326,1.0619953374715,False,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,True
1.4935668932303794,True,1.6119702838312286,-0.02051905022830094,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True
-1.5109620830699715,True,1.086242228961564,-0.5617762440782015,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False
1.0565142821866886,True,-0.5029815094230707,-0.02051905022830094,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False
-1.3514295710540236,True,-0.34245385908118847,-0.5617762440782015,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True
1.5484061942358611,True,1.086242228961564,-0.5617762440782015,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1.5783185402388515,True,1.6119702838312286,1.0619953374715,False,True,True,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False
